rosetta_device_id	name	category	discontinued	device_id	product_name	product_code	architecture	cpu	source_hardware_slug	source_www_code	specs_json	alias_count
hap-ac2	hAP ac²	Indoor wireless	0	69	hAP ac2	RBD52G-5HacD2HnD-TCr2	ARM 32bit	IPQ-4018	hap-ac-2	hap_ac2	{"Product code":"RBD52G-5HacD2HnD-TC","Suggested price":"$79.00","Architecture":"ARM 32bit","CPU":"IPQ-4018","CPU core count":"4","CPU nominal frequency":"488-896 (auto) MHz","CPU Threads count":"4","Switch chip model":"IPQ-4018","Dimensions":"34 x 119 x 98mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 50°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"2.5","Wireless 2.4 GHz chip model":"IPQ-4018","Wireless 2.4 GHz generation":"Wi-Fi 4","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"2.5","Wireless 5 GHz chip model":"IPQ-4018","Wireless 5 GHz generation":"Wi-Fi 5","WiFi speed":"AC1200","10/100/1000 Ethernet ports":"5","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-30 V","Max power consumption":"21 W","Max power consumption without attachments":"16 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP20","Mode button":"Yes","_www_title":"hAP ac²","_www_tagline":"Dual-Concurrent 2.4/5GHz AP, 802.11a/b/g/n/ac, Five Gigabit Ethernet ports, USB for 3G/4G support, universal tower case and IPsec hardware encryption support","_hardware_title":"hAP ac²"}	8
hap-ac3	hAP ac³	Indoor wireless	0	70	hAP ac3	RBD53iG-5HacD2HnD	ARM 32bit	IPQ-4019	hap-ac3	hap_ac3	{"Product code":"RBD53iG-5HacD2HnD","Suggested price":"$109.00","Architecture":"ARM 32bit","CPU":"IPQ-4019","CPU core count":"4","CPU nominal frequency":"448-896 (auto) MHz","CPU Threads count":"4","Switch chip model":"IPQ-4019","Dimensions":"251 x 129 x 39 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"IPQ-4019","Wireless 2.4 GHz generation":"Wi-Fi 4","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"5.5","Wireless 5 GHz chip model":"IPQ-4019","Wireless 5 GHz generation":"Wi-Fi 5","WiFi speed":"AC1200","10/100/1000 Ethernet ports":"5","Number of 1G Ethernet ports with PoE-out":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"30 W","Max power consumption without attachments":"12 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","PoE-out ports":"Ether5","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"0.5 A","Max total out (A)":"0.5 A","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP20","Mode button":"Yes","_www_title":"hAP ac³","_www_tagline":"A wireless dual-band router with 5 Gigabit Ethernet ports and external high gain antennas for more coverage.","_hardware_title":"hAP ac3","_fcc_id":["TV7D53I-5ACD2ND"]}	7
hap-ax-lite	hAP ax lite	Indoor wireless	0	71	hAP ax lite	L41G-2axD	ARM 32bit	IPQ-5010	hap-ax-lite	hap_ax_lite	{"Product code":"L41G-2axD","Suggested price":"$59.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","Switch chip model":"MT7531BE","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"4.3","Wireless 2.4 GHz chip model":"IPQ-5010","Wireless 2.4 GHz generation":"Wi-Fi 6","WiFi speed":"AX600","10/100/1000 Ethernet ports":"4","Number of DC inputs":"1 (USB-C) (USB-C)","Supported Voltage":"5 V","Max power consumption":"8 W","Cooling type":"Passive","USB C input Voltage":"5 V","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","Mode button":"Yes","_www_title":"hAP ax lite","_www_tagline":"Gen6 wireless on a budget – tiny, fast, and strong enough to harvest the power of RouterOS v7!","_hardware_title":"hAP ax lite"}	6
hap-ax-s	hAP ax S	Indoor wireless	0	72	hAP ax S	E62iUGS-2axD5axT	ARM 32bit	EN7562CT	hap-ax-s	hap_ax_s	{"Product code":"E62iUGS-2axD5axT","Suggested price":"$79.00","Architecture":"ARM 32bit","CPU":"EN7562CT","CPU core count":"2","CPU nominal frequency":"950 MHz","CPU Threads count":"2","Switch chip model":"EN7523","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"512 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"5.5","Wireless 2.4 GHz chip model":"MT7916","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"3","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"6.5","Wireless 5 GHz chip model":"MT7976","Wireless 5 GHz generation":"Wi-Fi 6","WiFi speed":"AX3000","10/100/1000 Ethernet ports":"5","Number of 1G Ethernet ports with PoE-out":"1","SFP ports":"1 (2.5G supported)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"34 W","Max power consumption without attachments":"11 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","PoE-out ports":"Ether5","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"0.6 A","Max total out (A)":"0.6 A","Total output current":"0.6","Total output power":"16.8","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","CPU temperature monitor":"Yes","_www_title":"hAP ax S","_www_tagline":"Our most cost-effective Wi-Fi 6 access point yet. Triple-chain 5 GHz radio (up to 900 Mbit/s throughput), dual-band Wi-Fi 6, 5x Gigabit Ethernet ports, and a 2.5G SFP. Powered by a dual-core ARM CPU, with PoE-in/PoE-out flexibility, a standard DC jack, USB, and a sturdy high-end enclosure that can be mounted on the wall.","_hardware_title":"hAP ax S"}	6
hap-ax2	hAP ax²	Indoor wireless	0	73	hAP ax2	C52iG-5HaxD2HaxD-TC	ARM 64bit	IPQ-6010	hap-ax	hap_ax2	{"Product code":"C52iG-5HaxD2HaxD-TC","Suggested price":"$99.00","Architecture":"ARM 64bit","CPU":"IPQ-6010","CPU core count":"4","CPU nominal frequency":"864 MHz","CPU Threads count":"4","Switch chip model":"IPQ-6010","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 50°C","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"4","Wireless 2.4 GHz chip model":"QCN-5022","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"4.5","Wireless 5 GHz chip model":"QCN-5052","Wireless 5 GHz generation":"Wi-Fi 6","WiFi speed":"AX1800","10/100/1000 Ethernet ports":"5","Number of 1G Ethernet ports with PoE-out":"1","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"27 W","Max power consumption without attachments":"12 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","PoE-out ports":"Ether 1","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"600 mA","Max total out (A)":"0.6 A","Total output current":"0.6","Total output power":"16.8W","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","CPU temperature monitor":"Yes","Mode button":"Yes","_www_title":"hAP ax²","_www_tagline":"A Generation 6 version of the legendary hAP ac². With PoE-in and PoE-out,  much faster wireless, more RAM, and  a modern CPU.  The smallest fully-fledged AX router on the market!","_hardware_title":"hAP ax²","_fcc_id":["TV7C52-5AXD2AXD"]}	7
hap-ax3	hAP ax³	Indoor wireless	0	74	hAP ax3	C53UiG+5HPaxD2HPaxD	ARM 64bit	IPQ-6010	hap-ax-2	hap_ax3	{"Product code":"C53UiG+5HPaxD2HPaxD","Suggested price":"$139.00","Architecture":"ARM 64bit","CPU":"IPQ-6010","CPU core count":"4","CPU nominal frequency":"auto (864 - 1800) MHz","CPU Threads count":"4","Switch chip model":"IPQ-6010","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"3.3","Wireless 2.4 GHz chip model":"QCN-5022","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"5.5","Wireless 5 GHz chip model":"QCN-5052","Wireless 5 GHz generation":"Wi-Fi 6","WiFi speed":"AX1800","10/100/1000 Ethernet ports":"4","Number of 1G Ethernet ports with PoE-out":"1","Number of 2.5G Ethernet ports":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB 3.0 type A","Max USB current (A)":"1.5","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"38 W","Max power consumption without attachments":"15 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","PoE-out ports":"Ether 1","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"0.625 A","Max total out (A)":"0.625 A","Total output current":"0.625","Total output power":"15","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","CPU temperature monitor":"Yes","Mode button":"Yes","_www_title":"hAP ax³","_www_tagline":"Our top-of-the-line AX home access point. With all the processing power and speed \r\nyour household might ever need.\r\nGen 6 wireless, 2.5 Gigabit Ethernet, PoE, WPA3, and more!","_hardware_title":"hAP ax³"}	6
hap-be-lite	hAP be lite	Indoor wireless	0	75	hAP be lite	A42G-HbeP	ARM 32bit	AN7563PT	hap-be-lite	hap_be_lite	{"Product code":"A42G-HbeP","Suggested price":"$79.00","Architecture":"ARM 32bit","CPU":"AN7563PT","CPU core count":"2","CPU nominal frequency":"950 MHz","CPU Threads count":"2","Switch chip model":"AN7563PT","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"512 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 50°C","Wireless 2.4 GHz Max data rate":"688 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax/be","Antenna gain dBi for 2.4 GHz":"4.4","Wireless 2.4 GHz chip model":"MT7991","Wireless 2.4 GHz generation":"Wi-Fi 7","Wireless 5 GHz Max data rate":"2882 Mbit/s","Wireless 5 GHz Number of chains":"3","Wireless 5 GHz standards":"802.11a/n/ac/ax/be","Antenna gain dBi for 5 GHz":"7","Wireless 5 GHz chip model":"MT7991","Wireless 5 GHz generation":"Wi-Fi 7","WiFi speed":"BE3600","10/100/1000 Ethernet ports":"3","Number of 2.5G Ethernet ports":"1","Number of DC inputs":"1 (USB-C)","Max power consumption":"12 W","Cooling type":"Passive","USB C input Voltage":"5 V","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","CPU temperature monitor":"Yes","_www_title":"hAP be lite","_www_tagline":"The most affordable Wi-Fi 7 router & access point for networks that need the flexibility and the power of RouterOS. USB-C powering, 2.5 Gigabit & Gigabit Ethernet, Wi-Fi 7 Multi-Link Operation, BE3600","_hardware_title":"hAP be lite"}	6
hap-be3-media	hAP be³ Media	Indoor wireless	0	76	hAP be3 Media	MA53UG+HbeH	ARM 64bit	IPQ-5322	hap-be-media	hap_be3_media	{"Product code":"MA53UG+HbeH","Suggested price":"$179.00","Architecture":"ARM 64bit","CPU":"IPQ-5322","CPU core count":"4","CPU nominal frequency":"Up to 1.5 GHz (auto)","CPU Threads count":"4","Switch chip model":"QCA8386","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"2 GB","Storage size":"512 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-30°C to 50°C","Wireless 2.4 GHz Max data rate":"688 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax/be","Antenna gain dBi for 2.4 GHz":"4","Wireless 2.4 GHz chip model":"IPQ-5322","Wireless 2.4 GHz generation":"Wi-Fi 7","Wireless 5 GHz Max data rate":"2882 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax/be","Antenna gain dBi for 5 GHz":"7.5","Wireless 5 GHz chip model":"QCM-8083","Wireless 5 GHz generation":"Wi-Fi 7","WiFi speed":"BE9300","Wireless 6 GHz Max data rate":"5764 Mbit/s","Wireless 6 GHz Number of chains":"2","Wireless 6 GHz standards":"802.11ax/be","Antenna gain dBi for 6 GHz":"8","Wireless 6 GHz chip model":"QXM-8086","Wireless 6 GHz generation":"Wi-Fi 7","Number of 2.5G Ethernet ports":"5","Number of USB ports":"3","USB slot type":"USB 3.0 type A","Max USB current (A)":"1.5","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"24-57 V","Max power consumption":"29 W","Max power consumption without attachments":"20 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"24-57 V","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","CPU temperature monitor":"Yes","Bluetooth version":"5.4","_www_title":"hAP be³ Media","_www_tagline":"hAP be³ Media – the professional all-in-one platform for routing, services, containers, and modern network workloads.\r\nThis is a powerful Wi-Fi 7 hybrid router and media hub combining triple-band wireless, five 2.5G Ethernet ports, built-in Matter/Thread smart automation/IoT support, and a quad-core ARM CPU for containers, storage, and advanced networking. Coming soon!","_hardware_title":"hAP be³ Media"}	6
hap-lite	hAP lite	Indoor wireless	0	77	hAP lite	RB941-2nD	SMIPS	QCA9533	hap-lite	RB941-2nD	{"Product code":"RB941-2nD","Suggested price":"$24.95","Architecture":"SMIPS","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"650 MHz","Switch chip model":"QCA9533-BL3A","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"32 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.5","Wireless 2.4 GHz chip model":"QCA9533","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"4","MicroUSB input Voltage":"5 V","Number of DC inputs":"1 (MicroUSB)","Max power consumption":"3.5 W","Cooling type":"Passive","Certification":"FCC, IC","_www_title":"hAP lite","_www_tagline":"Low cost home wireless AP with dual chain 2.4GHz wireless, powered by USB","_hardware_title":"hAP lite"}	5
hap-lite-tc	hAP lite TC	Indoor wireless	0	78	hAP lite TC	RB941-2nD-TC	SMIPS	QCA9533	hap-lite-tc	RB941-2nD-TC	{"Product code":"RB941-2nD-TC","Suggested price":"$24.95","Architecture":"SMIPS","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"650 MHz","Switch chip model":"QCA9533-BL3A","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"32 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 70°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.5","Wireless 2.4 GHz chip model":"QCA9533","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"4","MicroUSB input Voltage":"5 V","Number of DC inputs":"1 (MicroUSB)","Max power consumption":"3.5 W","Cooling type":"Passive","Certification":"FCC, IC","_www_title":"hAP lite TC","_www_tagline":"Small home AP with four ethernet ports and a colorful enclosure.","_hardware_title":"hAP lite TC"}	5
hex	hEX	Ethernet routers	0	79	hEX	RB750Gr3	MMIPS	MT7621A	hex	RB750Gr3	{"Product code":"RB750Gr3","Suggested price":"$59.95","Architecture":"MMIPS","CPU":"MT7621A","CPU core count":"2","CPU nominal frequency":"880 MHz","CPU Threads count":"4","Switch chip model":"MT7621A","Dimensions":"113x89x28mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 60°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"8-30 V","Max power consumption":"10 W","Max power consumption without attachments":"5 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"8-30 V","10/100/1000 Ethernet ports":"5","Memory card type":"microSD","Memory Cards":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","Beeper":"Yes","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"hEX","_www_tagline":"5x Gigabit Ethernet, Dual Core 880MHz CPU, 256MB RAM, USB, microSD, RouterOS L4","_hardware_title":"hEX"}	2
hex-lite	hEX lite	Ethernet routers	0	80	hEX lite	RB750r2	MIPSBE	QCA9533	hex-lite	RB750r2	{"Product code":"RB750r2","Suggested price":"$39.95","Architecture":"MIPSBE","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"850 MHz","Switch chip model":"QCA9533","Dimensions":"113x89x28mm. Weight without packaging and cables: 129g","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"6-30 V","Max power consumption":"2 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"6-30 V","10/100 Ethernet ports":"5","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"hEX lite","_www_tagline":"5x Ethernet,\r\nSmall plastic case,\r\n850MHz CPU, 64MB RAM,\r\nMost affordable MPLS router,\r\nRouterOS L4","_hardware_title":"hEX lite"}	4
hex-poe	hEX PoE	Ethernet routers	0	81	hEX PoE	RB960PGS	MIPSBE	QCA9557	hex-poe	RB960PGS	{"Product code":"RB960PGS","Suggested price":"$89.00","Architecture":"MIPSBE","CPU":"QCA9557","CPU core count":"1","CPU nominal frequency":"800 MHz","Switch chip model":"QCA8337","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 60°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-57 V","Max power consumption":"54 W","Max power consumption without attachments":"6 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-57 V","PoE-out ports":"Ether2-Ether5","PoE out":"802.3af/at","Low voltage PoE-Out current limit":"1 A","High voltage PoE-Out current limit":"450 mA","Max total out (A)":"2 A","10/100/1000 Ethernet ports":"5","SFP ports":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"hEX PoE","_www_tagline":"5x Gigabit Ethernet with PoE output for four ports, SFP, USB, 800MHz CPU, 128MB RAM, RouterOS L4","_hardware_title":"hEX PoE"}	4
